Model,MSO64B
Channel,CH2,,Channel,CH3
Label,,,Label,
Waveform Type,ANALOG,,Waveform Type,ANALOG
Digital Type,None,,Digital Type,None
Horizontal Units,s,,Horizontal Units,s
Sample Interval,1.00000000e-11,,Sample Interval,1.00000000e-11
Record Length,1000,,Record Length,1000
Zero Index,499.29687500,,Zero Index,499.29687500
Vertical Units,V,,Vertical Units,V
,,,,
ANALOG_Thumbnail,,,ANALOG_Thumbnail,
interpFactor,4,,interpFactor,4
realDataStartIndex,4,,realDataStartIndex,4
yOffset,0.000000,,yOffset,0.000000
yPosition,0.000000,,yPosition,0.000000

Labels,,
TIME,CH2,CH3
-4.24296875e-09,3.00578125e-01,2.20468750e-01
-4.23296875e-09,2.96593750e-01,2.06656250e-01
-4.22296875e-09,2.90593750e-01,1.90468750e-01
-4.21296875e-09,2.82625000e-01,1.72281250e-01
-4.20296875e-09,2.72843750e-01,1.52625000e-01
-4.19296875e-09,2.61000000e-01,1.31734375e-01
-4.18296875e-09,2.46937500e-01,1.10015625e-01
-4.17296875e-09,2.31015625e-01,8.79843750e-02
-4.16296875e-09,2.13687500e-01,6.62812500e-02
-4.15296875e-09,1.95000000e-01,4.50468750e-02
-4.14296875e-09,1.75109375e-01,2.45625000e-02
-4.13296875e-09,1.54515625e-01,5.06250000e-03
-4.12296875e-09,1.33843750e-01,-1.31406250e-02
-4.11296875e-09,1.13078125e-01,-3.02656250e-02
-4.10296875e-09,9.24375000e-02,-4.63281250e-02
-4.09296875e-09,7.21875000e-02,-6.14843750e-02
-4.08296875e-09,5.27968750e-02,-7.56093750e-02
-4.07296875e-09,3.40000000e-02,-8.91562500e-02
-4.06296875e-09,1.58281250e-02,-1.02093750e-01
-4.05296875e-09,-1.76562500e-03,-1.14640625e-01
-4.04296875e-09,-1.83906250e-02,-1.26609375e-01
-4.03296875e-09,-3.45937500e-02,-1.38281250e-01
-4.02296875e-09,-5.02812500e-02,-1.49375000e-01
-4.01296875e-09,-6.56250000e-02,-1.60015625e-01
-4.00296875e-09,-8.01250000e-02,-1.69812500e-01
-3.99296875e-09,-9.43281250e-02,-1.78921875e-01
-3.98296875e-09,-1.07906250e-01,-1.86937500e-01
-3.97296875e-09,-1.21000000e-01,-1.94015625e-01
-3.96296875e-09,-1.33000000e-01,-1.99765625e-01
-3.95296875e-09,-1.44359375e-01,-2.04484375e-01
-3.94296875e-09,-1.54656250e-01,-2.07859375e-01
-3.93296875e-09,-1.64140625e-01,-2.10281250e-01
-3.92296875e-09,-1.72203125e-01,-2.11500000e-01
-3.91296875e-09,-1.79437500e-01,-2.12031250e-01
-3.90296875e-09,-1.85500000e-01,-2.11671875e-01
-3.89296875e-09,-1.90812500e-01,-2.11000000e-01
-3.88296875e-09,-1.94937500e-01,-2.09781250e-01
-3.87296875e-09,-1.98562500e-01,-2.08593750e-01
-3.86296875e-09,-2.01421875e-01,-2.07187500e-01
-3.85296875e-09,-2.04031250e-01,-2.06125000e-01
-3.84296875e-09,-2.05921875e-01,-2.05031250e-01
-3.83296875e-09,-2.07734375e-01,-2.04375000e-01
-3.82296875e-09,-2.09125000e-01,-2.03781250e-01
-3.81296875e-09,-2.10562500e-01,-2.03671875e-01
-3.80296875e-09,-2.11437500e-01,-2.03578125e-01
-3.79296875e-09,-2.12296875e-01,-2.03843750e-01
-3.78296875e-09,-2.12671875e-01,-2.03984375e-01
-3.77296875e-09,-2.13031250e-01,-2.04406250e-01
-3.76296875e-09,-2.12734375e-01,-2.04671875e-01
-3.75296875e-09,-2.12343750e-01,-2.05062500e-01
-3.74296875e-09,-2.11390625e-01,-2.05125000e-01
-3.73296875e-09,-2.10453125e-01,-2.05343750e-01
-3.72296875e-09,-2.09031250e-01,-2.05375000e-01
-3.71296875e-09,-2.07687500e-01,-2.05484375e-01
-3.70296875e-09,-2.06046875e-01,-2.05281250e-01
-3.69296875e-09,-2.04781250e-01,-2.05312500e-01
-3.68296875e-09,-2.03453125e-01,-2.05265625e-01
-3.67296875e-09,-2.02562500e-01,-2.05375000e-01
-3.66296875e-09,-2.01671875e-01,-2.05250000e-01
-3.65296875e-09,-2.01406250e-01,-2.05390625e-01
-3.64296875e-09,-2.01265625e-01,-2.05453125e-01
-3.63296875e-09,-2.01531250e-01,-2.05546875e-01
-3.62296875e-09,-2.01750000e-01,-2.05312500e-01
-3.61296875e-09,-2.02328125e-01,-2.05062500e-01
-3.60296875e-09,-2.02765625e-01,-2.04578125e-01
-3.59296875e-09,-2.03234375e-01,-2.03812500e-01
-3.58296875e-09,-2.03250000e-01,-2.02484375e-01
-3.57296875e-09,-2.03203125e-01,-2.00796875e-01
-3.56296875e-09,-2.02750000e-01,-1.98906250e-01
-3.55296875e-09,-2.01953125e-01,-1.96578125e-01
-3.54296875e-09,-2.00562500e-01,-1.93734375e-01
-3.53296875e-09,-1.98859375e-01,-1.90609375e-01
-3.52296875e-09,-1.96890625e-01,-1.87765625e-01
-3.51296875e-09,-1.94593750e-01,-1.84828125e-01
-3.50296875e-09,-1.91828125e-01,-1.81859375e-01
-3.49296875e-09,-1.88843750e-01,-1.79062500e-01
-3.48296875e-09,-1.86046875e-01,-1.77296875e-01
-3.47296875e-09,-1.83078125e-01,-1.75843750e-01
-3.46296875e-09,-1.79937500e-01,-1.74812500e-01
-3.45296875e-09,-1.76765625e-01,-1.74156250e-01
-3.44296875e-09,-1.74218750e-01,-1.74859375e-01
-3.43296875e-09,-1.71687500e-01,-1.75796875e-01
-3.42296875e-09,-1.69218750e-01,-1.76937500e-01
-3.41296875e-09,-1.66843750e-01,-1.78031250e-01
-3.40296875e-09,-1.65468750e-01,-1.80125000e-01
-3.39296875e-09,-1.64203125e-01,-1.81812500e-01
-3.38296875e-09,-1.63156250e-01,-1.83062500e-01
-3.37296875e-09,-1.62187500e-01,-1.83562500e-01
-3.36296875e-09,-1.62437500e-01,-1.84593750e-01
-3.35296875e-09,-1.62718750e-01,-1.84625000e-01
-3.34296875e-09,-1.63109375e-01,-1.83859375e-01
-3.33296875e-09,-1.63390625e-01,-1.82046875e-01
-3.32296875e-09,-1.64765625e-01,-1.80750000e-01
-3.31296875e-09,-1.65828125e-01,-1.78515625e-01
-3.30296875e-09,-1.66640625e-01,-1.75671875e-01
-3.29296875e-09,-1.66906250e-01,-1.72093750e-01
-3.28296875e-09,-1.67968750e-01,-1.69515625e-01
-3.27296875e-09,-1.68281250e-01,-1.66500000e-01
-3.26296875e-09,-1.68015625e-01,-1.63375000e-01
-3.25296875e-09,-1.66890625e-01,-1.60078125e-01
-3.24296875e-09,-1.66500000e-01,-1.58359375e-01
-3.23296875e-09,-1.65328125e-01,-1.56671875e-01
-3.22296875e-09,-1.63687500e-01,-1.55359375e-01
-3.21296875e-09,-1.61437500e-01,-1.54234375e-01
-3.20296875e-09,-1.60359375e-01,-1.55031250e-01
-3.19296875e-09,-1.58968750e-01,-1.56078125e-01
-3.18296875e-09,-1.57687500e-01,-1.57656250e-01
-3.17296875e-09,-1.56421875e-01,-1.59421875e-01
-3.16296875e-09,-1.56968750e-01,-1.63015625e-01
-3.15296875e-09,-1.57781250e-01,-1.66609375e-01
-3.14296875e-09,-1.59156250e-01,-1.70343750e-01
-3.13296875e-09,-1.60890625e-01,-1.73796875e-01
-3.12296875e-09,-1.64656250e-01,-1.78484375e-01
-3.11296875e-09,-1.68656250e-01,-1.82484375e-01
-3.10296875e-09,-1.73031250e-01,-1.85906250e-01
-3.09296875e-09,-1.77375000e-01,-1.88328125e-01
-3.08296875e-09,-1.83171875e-01,-1.91312500e-01
-3.07296875e-09,-1.88500000e-01,-1.93031250e-01
-3.06296875e-09,-1.93406250e-01,-1.93734375e-01
-3.05296875e-09,-1.97437500e-01,-1.93140625e-01
-3.04296875e-09,-2.02125000e-01,-1.93046875e-01
-3.03296875e-09,-2.05625000e-01,-1.91812500e-01
-3.02296875e-09,-2.08109375e-01,-1.89875000e-01
-3.01296875e-09,-2.09265625e-01,-1.87093750e-01
-3.00296875e-09,-2.10906250e-01,-1.85468750e-01
-2.99296875e-09,-2.11343750e-01,-1.83390625e-01
-2.98296875e-09,-2.10968750e-01,-1.81296875e-01
-2.97296875e-09,-2.09656250e-01,-1.79046875e-01
-2.96296875e-09,-2.09375000e-01,-1.78562500e-01
-2.95296875e-09,-2.08500000e-01,-1.78093750e-01
-2.94296875e-09,-2.07453125e-01,-1.77921875e-01
-2.93296875e-09,-2.06078125e-01,-1.77765625e-01
-2.92296875e-09,-2.06281250e-01,-1.79375000e-01
-2.91296875e-09,-2.06281250e-01,-1.80843750e-01
-2.90296875e-09,-2.06312500e-01,-1.82375000e-01
-2.89296875e-09,-2.06062500e-01,-1.83593750e-01
-2.88296875e-09,-2.07312500e-01,-1.86203125e-01
-2.87296875e-09,-2.08125000e-01,-1.88328125e-01
-2.86296875e-09,-2.08640625e-01,-1.90171875e-01
-2.85296875e-09,-2.08546875e-01,-1.91437500e-01
-2.84296875e-09,-2.09625000e-01,-1.93937500e-01
-2.83296875e-09,-2.10015625e-01,-1.95812500e-01
-2.82296875e-09,-2.09984375e-01,-1.97406250e-01
-2.81296875e-09,-2.09343750e-01,-1.98468750e-01
-2.80296875e-09,-2.10000000e-01,-2.00859375e-01
-2.79296875e-09,-2.10203125e-01,-2.02781250e-01
-2.78296875e-09,-2.10296875e-01,-2.04578125e-01
-2.77296875e-09,-2.10125000e-01,-2.06031250e-01
-2.76296875e-09,-2.11578125e-01,-2.09000000e-01
-2.75296875e-09,-2.12828125e-01,-2.11718750e-01
-2.74296875e-09,-2.14140625e-01,-2.14453125e-01
-2.73296875e-09,-2.15218750e-01,-2.16984375e-01
-2.72296875e-09,-2.17843750e-01,-2.21203125e-01
-2.71296875e-09,-2.20062500e-01,-2.25250000e-01
-2.70296875e-09,-2.22015625e-01,-2.29328125e-01
-2.69296875e-09,-2.23421875e-01,-2.33171875e-01
-2.68296875e-09,-2.26062500e-01,-2.38593750e-01
-2.67296875e-09,-2.28031250e-01,-2.43640625e-01
-2.66296875e-09,-2.29562500e-01,-2.48406250e-01
-2.65296875e-09,-2.30484375e-01,-2.52562500e-01
-2.64296875e-09,-2.32750000e-01,-2.57859375e-01
-2.63296875e-09,-2.34546875e-01,-2.62234375e-01
-2.62296875e-09,-2.36203125e-01,-2.65812500e-01
-2.61296875e-09,-2.37578125e-01,-2.68250000e-01
-2.60296875e-09,-2.40671875e-01,-2.71343750e-01
-2.59296875e-09,-2.43578125e-01,-2.73171875e-01
-2.58296875e-09,-2.46515625e-01,-2.73968750e-01
-2.57296875e-09,-2.49234375e-01,-2.73546875e-01
-2.56296875e-09,-2.53593750e-01,-2.73937500e-01
-2.55296875e-09,-2.57515625e-01,-2.73359375e-01
-2.54296875e-09,-2.61125000e-01,-2.72218750e-01
-2.53296875e-09,-2.64062500e-01,-2.70500000e-01
-2.52296875e-09,-2.68171875e-01,-2.70296875e-01
-2.51296875e-09,-2.71406250e-01,-2.69875000e-01
-2.50296875e-09,-2.73953125e-01,-2.69593750e-01
-2.49296875e-09,-2.75546875e-01,-2.69343750e-01
-2.48296875e-09,-2.78234375e-01,-2.71125000e-01
-2.47296875e-09,-2.80062500e-01,-2.72984375e-01
-2.46296875e-09,-2.81375000e-01,-2.75109375e-01
-2.45296875e-09,-2.82015625e-01,-2.77203125e-01
-2.44296875e-09,-2.84156250e-01,-2.81109375e-01
-2.43296875e-09,-2.85843750e-01,-2.84750000e-01
-2.42296875e-09,-2.87406250e-01,-2.88171875e-01
-2.41296875e-09,-2.88625000e-01,-2.91078125e-01
-2.40296875e-09,-2.91687500e-01,-2.95328125e-01
-2.39296875e-09,-2.94453125e-01,-2.98890625e-01
-2.38296875e-09,-2.97140625e-01,-3.01859375e-01
-2.37296875e-09,-2.99484375e-01,-3.04093750e-01
-2.36296875e-09,-3.03578125e-01,-3.07546875e-01
-2.35296875e-09,-3.07218750e-01,-3.10265625e-01
-2.34296875e-09,-3.10578125e-01,-3.12437500e-01
-2.33296875e-09,-3.13390625e-01,-3.13968750e-01
-2.32296875e-09,-3.17750000e-01,-3.16812500e-01
-2.31296875e-09,-3.21453125e-01,-3.19015625e-01
-2.30296875e-09,-3.24671875e-01,-3.20703125e-01
-2.29296875e-09,-3.27187500e-01,-3.21718750e-01
-2.28296875e-09,-3.31078125e-01,-3.24000000e-01
-2.27296875e-09,-3.34171875e-01,-3.25515625e-01
-2.26296875e-09,-3.36593750e-01,-3.26375000e-01
-2.25296875e-09,-3.38156250e-01,-3.26390625e-01
-2.24296875e-09,-3.40953125e-01,-3.27625000e-01
-2.23296875e-09,-3.42796875e-01,-3.28015625e-01
-2.22296875e-09,-3.43875000e-01,-3.27812500e-01
-2.21296875e-09,-3.44046875e-01,-3.26906250e-01
-2.20296875e-09,-3.45500000e-01,-3.27515625e-01
-2.19296875e-09,-3.46140625e-01,-3.27625000e-01
-2.18296875e-09,-3.46187500e-01,-3.27562500e-01
-2.17296875e-09,-3.45609375e-01,-3.27234375e-01
-2.16296875e-09,-3.46687500e-01,-3.28875000e-01
-2.15296875e-09,-3.47312500e-01,-3.30421875e-01
-2.14296875e-09,-3.47734375e-01,-3.32062500e-01
-2.13296875e-09,-3.47875000e-01,-3.33671875e-01
-2.12296875e-09,-3.49968750e-01,-3.37312500e-01
-2.11296875e-09,-3.51812500e-01,-3.40750000e-01
-2.10296875e-09,-3.53546875e-01,-3.44109375e-01
-2.09296875e-09,-3.55000000e-01,-3.47109375e-01
-2.08296875e-09,-3.58281250e-01,-3.51734375e-01
-2.07296875e-09,-3.61125000e-01,-3.55750000e-01
-2.06296875e-09,-3.63609375e-01,-3.59187500e-01
-2.05296875e-09,-3.65531250e-01,-3.61781250e-01
-2.04296875e-09,-3.69046875e-01,-3.65656250e-01
-2.03296875e-09,-3.71875000e-01,-3.68515625e-01
-2.02296875e-09,-3.74171875e-01,-3.70531250e-01
-2.01296875e-09,-3.75796875e-01,-3.71453125e-01
-2.00296875e-09,-3.78953125e-01,-3.73546875e-01
-1.99296875e-09,-3.81406250e-01,-3.74531250e-01
-1.98296875e-09,-3.83328125e-01,-3.74625000e-01
-1.97296875e-09,-3.84546875e-01,-3.73640625e-01
-1.96296875e-09,-3.87250000e-01,-3.73921875e-01
-1.95296875e-09,-3.89156250e-01,-3.73203125e-01
-1.94296875e-09,-3.90390625e-01,-3.71718750e-01
-1.93296875e-09,-3.90734375e-01,-3.69375000e-01
-1.92296875e-09,-3.92390625e-01,-3.68531250e-01
-1.91296875e-09,-3.93093750e-01,-3.66984375e-01
-1.90296875e-09,-3.92968750e-01,-3.65015625e-01
-1.89296875e-09,-3.91921875e-01,-3.62546875e-01
-1.88296875e-09,-3.92250000e-01,-3.61968750e-01
-1.87296875e-09,-3.91765625e-01,-3.61078125e-01
-1.86296875e-09,-3.90718750e-01,-3.60109375e-01
-1.85296875e-09,-3.89078125e-01,-3.58968750e-01
-1.84296875e-09,-3.89234375e-01,-3.59890625e-01
-1.83296875e-09,-3.88984375e-01,-3.60625000e-01
-1.82296875e-09,-3.88546875e-01,-3.61296875e-01
-1.81296875e-09,-3.87812500e-01,-3.61687500e-01
-1.80296875e-09,-3.89000000e-01,-3.63906250e-01
-1.79296875e-09,-3.89828125e-01,-3.65640625e-01
-1.78296875e-09,-3.90343750e-01,-3.66984375e-01
-1.77296875e-09,-3.90296875e-01,-3.67687500e-01
-1.76296875e-09,-3.91828125e-01,-3.69906250e-01
-1.75296875e-09,-3.92625000e-01,-3.71406250e-01
-1.74296875e-09,-3.92750000e-01,-3.72328125e-01
-1.73296875e-09,-3.92062500e-01,-3.72562500e-01
-1.72296875e-09,-3.92812500e-01,-3.74359375e-01
-1.71296875e-09,-3.92875000e-01,-3.75625000e-01
-1.70296875e-09,-3.92453125e-01,-3.76531250e-01
-1.69296875e-09,-3.91546875e-01,-3.77015625e-01
-1.68296875e-09,-3.92546875e-01,-3.79359375e-01
-1.67296875e-09,-3.93343750e-01,-3.81359375e-01
-1.66296875e-09,-3.94109375e-01,-3.83125000e-01
-1.65296875e-09,-3.94796875e-01,-3.84500000e-01
-1.64296875e-09,-3.97609375e-01,-3.87578125e-01
-1.63296875e-09,-4.00250000e-01,-3.90046875e-01
-1.62296875e-09,-4.02671875e-01,-3.91875000e-01
-1.61296875e-09,-4.04625000e-01,-3.92828125e-01
-1.60296875e-09,-4.08125000e-01,-3.94968750e-01
-1.59296875e-09,-4.10796875e-01,-3.95984375e-01
-1.58296875e-09,-4.12515625e-01,-3.95921875e-01
-1.57296875e-09,-4.13078125e-01,-3.94671875e-01
-1.56296875e-09,-4.14625000e-01,-3.94437500e-01
-1.55296875e-09,-4.14937500e-01,-3.93125000e-01
-1.54296875e-09,-4.14140625e-01,-3.90953125e-01
-1.53296875e-09,-4.12234375e-01,-3.87953125e-01
-1.52296875e-09,-4.11562500e-01,-3.86468750e-01
-1.51296875e-09,-4.10093750e-01,-3.84468750e-01
-1.50296875e-09,-4.08046875e-01,-3.82250000e-01
-1.49296875e-09,-4.05468750e-01,-3.79765625e-01
-1.48296875e-09,-4.04609375e-01,-3.79265625e-01
-1.47296875e-09,-4.03390625e-01,-3.78625000e-01
-1.46296875e-09,-4.01875000e-01,-3.77953125e-01
-1.45296875e-09,-3.99921875e-01,-3.77046875e-01
-1.44296875e-09,-3.99640625e-01,-3.78000000e-01
-1.43296875e-09,-3.98750000e-01,-3.78546875e-01
-1.42296875e-09,-3.97265625e-01,-3.78703125e-01
-1.41296875e-09,-3.94984375e-01,-3.78250000e-01
-1.40296875e-09,-3.94031250e-01,-3.79250000e-01
-1.39296875e-09,-3.92203125e-01,-3.79515625e-01
-1.38296875e-09,-3.89609375e-01,-3.79109375e-01
-1.37296875e-09,-3.86187500e-01,-3.77937500e-01
-1.36296875e-09,-3.84234375e-01,-3.78140625e-01
-1.35296875e-09,-3.81625000e-01,-3.77625000e-01
-1.34296875e-09,-3.78609375e-01,-3.76531250e-01
-1.33296875e-09,-3.75125000e-01,-3.74750000e-01
-1.32296875e-09,-3.73453125e-01,-3.74437500e-01
-1.31296875e-09,-3.71421875e-01,-3.73453125e-01
-1.30296875e-09,-3.69187500e-01,-3.71875000e-01
-1.29296875e-09,-3.66546875e-01,-3.69546875e-01
-1.28296875e-09,-3.65656250e-01,-3.68546875e-01
-1.27296875e-09,-3.64234375e-01,-3.66671875e-01
-1.26296875e-09,-3.62343750e-01,-3.64000000e-01
-1.25296875e-09,-3.59734375e-01,-3.60375000e-01
-1.24296875e-09,-3.58578125e-01,-3.57906250e-01
-1.23296875e-09,-3.56609375e-01,-3.54515625e-01
-1.22296875e-09,-3.53968750e-01,-3.50375000e-01
-1.21296875e-09,-3.50515625e-01,-3.45421875e-01
-1.20296875e-09,-3.48468750e-01,-3.41875000e-01
-1.19296875e-09,-3.45671875e-01,-3.37750000e-01
-1.18296875e-09,-3.42343750e-01,-3.33265625e-01
-1.17296875e-09,-3.38343750e-01,-3.28406250e-01
-1.16296875e-09,-3.35921875e-01,-3.25328125e-01
-1.15296875e-09,-3.32859375e-01,-3.21968750e-01
-1.14296875e-09,-3.29375000e-01,-3.18546875e-01
-1.13296875e-09,-3.25234375e-01,-3.14843750e-01
-1.12296875e-09,-3.22671875e-01,-3.12968750e-01
-1.11296875e-09,-3.19453125e-01,-3.10750000e-01
-1.10296875e-09,-3.15781250e-01,-3.08343750e-01
-1.09296875e-09,-3.11453125e-01,-3.05484375e-01
-1.08296875e-09,-3.08750000e-01,-3.04296875e-01
-1.07296875e-09,-3.05484375e-01,-3.02625000e-01
-1.06296875e-09,-3.01984375e-01,-3.00703125e-01
-1.05296875e-09,-2.98078125e-01,-2.98328125e-01
-1.04296875e-09,-2.96078125e-01,-2.97703125e-01
-1.03296875e-09,-2.93812500e-01,-2.96703125e-01
-1.02296875e-09,-2.91593750e-01,-2.95593750e-01
-1.01296875e-09,-2.89125000e-01,-2.94140625e-01
-1.00296875e-09,-2.88609375e-01,-2.94515625e-01
-9.92968750e-10,-2.87750000e-01,-2.94468750e-01
-9.82968750e-10,-2.86687500e-01,-2.94187500e-01
-9.72968750e-10,-2.85000000e-01,-2.93265625e-01
-9.62968750e-10,-2.84812500e-01,-2.93796875e-01
-9.52968750e-10,-2.83718750e-01,-2.93437500e-01
-9.42968750e-10,-2.81906250e-01,-2.92312500e-01
-9.32968750e-10,-2.79015625e-01,-2.90015625e-01
-9.22968750e-10,-2.77296875e-01,-2.88703125e-01
-9.12968750e-10,-2.74531250e-01,-2.86093750e-01
-9.02968750e-10,-2.71078125e-01,-2.82500000e-01
-8.92968750e-10,-2.66781250e-01,-2.77656250e-01
-8.82968750e-10,-2.64093750e-01,-2.73921875e-01
-8.72968750e-10,-2.60875000e-01,-2.69218750e-01
-8.62968750e-10,-2.57625000e-01,-2.64000000e-01
-8.52968750e-10,-2.54125000e-01,-2.58171875e-01
-8.42968750e-10,-2.52718750e-01,-2.54125000e-01
-8.32968750e-10,-2.51203125e-01,-2.49828125e-01
-8.22968750e-10,-2.49828125e-01,-2.45750000e-01
-8.12968750e-10,-2.48187500e-01,-2.41656250e-01
-8.02968750e-10,-2.48421875e-01,-2.39812500e-01
-7.92968750e-10,-2.48140625e-01,-2.38046875e-01
-7.82968750e-10,-2.47484375e-01,-2.36687500e-01
-7.72968750e-10,-2.45984375e-01,-2.35343750e-01
-7.62968750e-10,-2.45781250e-01,-2.35968750e-01
-7.52968750e-10,-2.44609375e-01,-2.36437500e-01
-7.42968750e-10,-2.42765625e-01,-2.36953125e-01
-7.32968750e-10,-2.40000000e-01,-2.37125000e-01
-7.22968750e-10,-2.38546875e-01,-2.38578125e-01
-7.12968750e-10,-2.36437500e-01,-2.39531250e-01
-7.02968750e-10,-2.34171875e-01,-2.40171875e-01
-6.92968750e-10,-2.31578125e-01,-2.40265625e-01
-6.82968750e-10,-2.30781250e-01,-2.41109375e-01
-6.72968750e-10,-2.29953125e-01,-2.41468750e-01
-6.62968750e-10,-2.29453125e-01,-2.41421875e-01
-6.52968750e-10,-2.29031250e-01,-2.40953125e-01
-6.42968750e-10,-2.30296875e-01,-2.41015625e-01
-6.32968750e-10,-2.31531250e-01,-2.40812500e-01
-6.22968750e-10,-2.32812500e-01,-2.40234375e-01
-6.12968750e-10,-2.33828125e-01,-2.39375000e-01
-6.02968750e-10,-2.35718750e-01,-2.38859375e-01
-5.92968750e-10,-2.37156250e-01,-2.38187500e-01
-5.82968750e-10,-2.38062500e-01,-2.37046875e-01
-5.72968750e-10,-2.38359375e-01,-2.35640625e-01
-5.62968750e-10,-2.38953125e-01,-2.34328125e-01
-5.52968750e-10,-2.39046875e-01,-2.32890625e-01
-5.42968750e-10,-2.38562500e-01,-2.30937500e-01
-5.32968750e-10,-2.37671875e-01,-2.28828125e-01
-5.22968750e-10,-2.37140625e-01,-2.26812500e-01
-5.12968750e-10,-2.36515625e-01,-2.24937500e-01
-5.02968750e-10,-2.35578125e-01,-2.22843750e-01
