Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
1,1000.16593933105,1.07634362809445,-10.3300812469569,-143.577211942591,-153.907293189547,95.2572225862065,17.2470604374026
1,2000.57029724121,1.07587081665367,-10.3338975841907,-139.827101810356,-150.160999394547,95.1572004281977,17.2310794040512
1,2999.78256225586,1.0750906621872,-10.3401983347715,-141.484668861322,-151.824867196094,90.6399311247201,16.4817490796498
1,5000.11444091797,1.07261003446867,-10.3602630190277,-143.51957417488,-153.879837193908,88.7297234766692,16.167771843139
1,7001.63841247559,1.06891423596657,-10.3902429078633,-139.472878322058,-149.863121229921,88.7478261498676,16.1757589796895
1,10001.4209747314,1.06118893877638,-10.4532458401246,-137.789751127093,-148.242996967217,88.6779985430989,16.1746253128278
1,20005.9413909912,1.01875581723555,-10.8076980973562,-133.019975213681,-143.827673311037,83.3369791376866,15.3462918995088
1,49984.4551086426,0.815894690216127,-12.7364179944519,-128.510337567065,-141.246755561516,65.4509654369277,12.6955786430863
1,100023.508071899,0.527906887781808,-16.5179535615478,-124.144625771534,-140.662579333082,67.5986585748748,13.6805003548875
