Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,1.73582299280715,-6.17899139491258,-141.699992006778,-147.87898340169,98.9115541741657,17.1645424533353
0,2000.57029724121,1.73504194918978,-6.18290054084065,-140.384738323143,-146.567638863984,98.9223880826014,17.1669914656881
0,2999.78256225586,1.73376217637283,-6.18930964642971,-139.964373619728,-146.153683266158,92.6801340062171,16.1311368193765
0,5000.11444091797,1.72966412721826,-6.20986456296579,-138.554552117409,-144.764416680374,92.1271760738275,16.0426977801982
0,7001.63841247559,1.72356350524436,-6.24055433494484,-136.239885377891,-142.480439712836,91.0247945764243,15.8646758988985
0,10001.4209747314,1.71080869907898,-6.3050711324698,-134.712698614988,-141.017769747457,90.8748605878123,15.8504869967246
0,20005.9413909912,1.64088898170368,-6.66751615392407,-129.606217759107,-136.273733913032,87.8155364590573,15.4025004340501
0,49984.4551086426,1.30908709502657,-8.62972929790199,-123.967778522124,-132.597507820026,71.3565692851911,12.9944017579889
0,100023.746490479,0.843735931488117,-12.4449692412223,-117.39779280454,-129.842762045762,60.5365191710048,11.8308120286091
