Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
1,1000.16593933105,2.44797151948403,-3.19297291455517,-144.991134304161,-148.184107218717,101.694277528656,17.1307724988723
1,2000.57029724121,2.44689081781591,-3.19680830559446,-141.956859732308,-145.153668037903,101.176121732917,17.0453372156996
1,2999.78256225586,2.44512729907003,-3.20307064130089,-138.036530472165,-141.239601113466,95.3110998135963,16.0721213380228
1,5000.11444091797,2.43948368327405,-3.22314177734559,-136.878840292514,-140.101982069859,89.3186283294242,15.0800282569385
1,7001.63841247559,2.43108498164392,-3.25309732167173,-136.244523962225,-139.497621283897,89.2681453344146,15.0766183814097
1,10001.4209747314,2.44888873306482,-3.18971906795977,-133.744789094514,-136.934508162473,87.6683864778138,14.8003497584342
1,20005.9413909912,2.31701777835811,-3.67051280764141,-128.61219537424,-132.282708181882,83.4306273797507,14.1762691341183
1,49984.4551086426,1.85571487720991,-5.59887514034053,-120.513495806529,-126.112370946869,70.3263560856026,12.3198058514856
1,100023.746490479,1.20086722759296,-9.37920027363429,-115.233454054657,-124.612654328291,61.8026149617988,11.5318629959191
