Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,1.0766372906774,-10.3277117686397,-140.28967411236,-150.617385880999,95.2113610031285,17.2390486331841
0,2000.57029724121,1.07615369612394,-10.3316140973074,-142.250686507501,-152.582300604809,95.2123202579975,17.2398562052002
0,2999.78256225586,1.07535357365724,-10.3380744759086,-141.647406227758,-151.985480703667,91.5153011840937,16.6268065880403
0,5000.11444091797,1.0728118213852,-10.3586291222837,-141.007821217174,-151.366450339457,89.0003076533264,16.2124479693704
0,7001.63841247559,1.06902642709244,-10.3893313018908,-139.366564330944,-149.755895632834,89.1505478062891,16.2425048352458
0,10001.4209747314,1.06111673198145,-10.4538368768077,-136.753758341658,-147.207595218466,86.599889536733,15.8295226600566
0,20005.9413909912,1.01773875878286,-10.8163738466698,-132.452389539561,-143.268763386231,85.7692118079125,15.7517584143824
0,49984.4551086426,0.811909510953198,-12.778947552242,-128.151831750165,-140.930779302407,68.3855654390821,13.190118437097
0,100023.508071899,0.523218961858777,-16.5954306347116,-123.162170219575,-139.757600854287,62.2296476531035,12.8015080212317
