Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,3.08761632379963,-1.1766335637049,-137.575177216126,-138.751810779831,103.031577288309,17.017975224587
0,2000.57029724121,3.08622792609046,-1.18054019593946,-139.046774007075,-140.227314203014,102.326044152453,16.9014259714938
0,2999.78256225586,3.0839376567149,-1.18698833016997,-135.542979427973,-136.729967758143,92.0196238602606,15.1904671412675
0,5000.11444091797,3.07664305734217,-1.20755785686147,-133.847779200663,-135.055337057524,91.17966911647,15.0543566400883
0,7001.63841247559,3.06578881194313,-1.23825542999835,-133.833593447934,-135.071848877932,92.6695646908593,15.3069468639298
0,10001.4209747314,3.04310661619581,-1.30275676471549,-132.42983593117,-133.732592695886,88.7064766592703,14.6593411003299
0,20005.9413909912,2.91874927633251,-1.66516432543459,-128.404473869379,-130.069638194814,83.2220246886606,13.8085031584876
0,49984.4551086426,2.32856814636015,-3.62732108539179,-120.477618775281,-124.104939860673,67.842718534963,11.5797408007234
0,100023.746490479,1.50084851212866,-7.44236294966224,-114.064486709722,-121.506849659385,62.4315682420942,11.3146065102585
