Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,2.44863955557768,-3.19060291304567,-138.574158320736,-141.764761233781,101.255121591694,17.0574293197242
0,2000.57029724121,2.44753586106175,-3.19451885481903,-139.392844236504,-142.587363091323,101.630396121124,17.1204177700903
0,2999.78256225586,2.44572790073673,-3.20093737028529,-136.784213681977,-139.985151052263,95.0983916464955,16.0364333914918
0,5000.11444091797,2.43994742096701,-3.2214907756824,-135.774382620336,-138.995873396018,92.8557819206016,15.6673210458943
0,7001.63841247559,2.43134447240254,-3.25217025090807,-135.25997977471,-138.512150025618,90.0495978629105,15.2062737730596
0,10001.4209747314,2.44817198846035,-3.1922616398949,-134.27018618533,-137.462447825225,87.0320433615295,14.6950672759841
0,20005.9413909912,2.31471136183103,-3.67916326213179,-128.491686554576,-132.170849816708,85.5525975080393,14.5301928189653
0,49984.4551086426,1.8466704118818,-5.64131231411514,-120.51394067452,-126.155252988635,69.851592255677,12.2479907923243
0,100023.746490479,1.19023577860872,-9.45644010885353,-115.178884116642,-124.635324225495,65.4687540653345,12.1536867398983
