Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,1.73582270387128,-6.17899284071969,-141.96374947296,-148.14274231368,99.2244438223903,17.2165177181246
0,2000.57029724121,1.73504240078534,-6.1828982800834,-141.953089239978,-148.135987520061,98.9129703213654,17.1654266779815
0,2999.78256225586,1.73376412962868,-6.18929986091501,-140.018253249749,-146.207553110664,96.1806736960002,16.7126201921786
0,5000.11444091797,1.72966384054099,-6.209866002579,-137.144068062111,-143.35393406469,90.7476916307794,15.8135477796276
0,7001.63841247559,1.72356004563601,-6.24057176964125,-136.747936001837,-142.988507771479,91.5758197993328,15.9562112240821
0,10001.4209747314,1.71080823659963,-6.30507348050859,-134.299122891006,-140.604196371515,89.4269162238981,15.6099650671772
0,20005.9413909912,1.64088791474383,-6.66752180177629,-129.76742869089,-136.434950492666,88.0624605944095,15.4435186704628
0,49984.4551086426,1.30908811380588,-8.62972253822862,-124.262736509851,-132.892459048079,66.4341222862918,12.1767184093888
0,100023.746490479,0.843735683766606,-12.4449717914065,-117.568270710923,-130.01324250233,62.210892257418,12.108947516416
