Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
1,1000.16593933105,2.44797174729782,-3.19297210622659,-142.353886746751,-145.546858852978,101.74997336237,17.1400241642186
1,2000.57029724121,2.44689105592392,-3.1968074603668,-143.428622587729,-146.625430048096,101.476824331688,17.0952876730988
1,2999.78256225586,2.44512605212838,-3.20307507084541,-138.329843066243,-141.532918137089,95.3094946402823,16.0718554337421
1,5000.11444091797,2.43948485823715,-3.22313759383846,-136.191937731095,-139.415075324933,90.7149357156453,15.3119723105455
1,7001.63841247559,2.43108578936558,-3.253094435808,-137.167039113682,-140.42013354949,91.0536047178837,15.3732058394837
1,10001.4209747314,2.4488878204223,-3.18972230498465,-134.574958682212,-137.764680987197,91.0440796288638,15.3610966667522
1,20005.9413909912,2.31701771253891,-3.67051305438026,-128.597928975045,-132.268442029425,84.3211099651036,14.3241898703462
1,49984.4551086426,1.8557165461216,-5.5988673288085,-120.417457022978,-126.016324351786,68.0340173299469,11.9390173851753
1,100023.746490479,1.20086761111205,-9.37919749963572,-115.20148351841,-124.580681018046,64.9814176642474,12.0599028511434
