Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,3.087615975303,-1.17663454407394,-135.829306911601,-137.005941455675,103.281978069047,17.0595702015151
0,2000.57029724121,3.08622276368071,-1.18055472505394,-138.166660669058,-139.347215394112,102.314146564277,16.8994520414171
0,2999.78256225586,3.08393121471465,-1.18700647403922,-135.968111398614,-137.155117872653,95.0096072879393,15.6871451431858
0,5000.11444091797,3.07664363586337,-1.20755622359732,-134.259397068981,-135.466953292578,92.8326833909552,15.3289434575669
0,7001.63841247559,3.06579094689254,-1.23824938133367,-133.857800081225,-135.096049462559,94.0797948641367,15.5412033630349
0,10001.4209747314,3.04310955434171,-1.30274837841756,-132.586889403512,-133.88963778193,93.1525368818912,15.3978879169948
0,20005.9413909912,2.91874915507766,-1.66516468627623,-128.553408450253,-130.218573136529,85.5630608918586,14.197379664142
0,49984.4551086426,2.32856607771132,-3.62732880174891,-120.44277952409,-124.070108325839,68.1526409555185,11.6312242121707
0,100023.746490479,1.50084914341448,-7.44235929621041,-114.01899362949,-121.461352925701,60.2535269492931,10.95280502417
