Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,1.73582175857319,-6.17899757090159,-139.65528583536,-145.834283406261,99.0729301870597,17.1913501259072
0,2000.57029724121,1.73504261283748,-6.18289721851776,-141.651156393321,-147.834053611839,98.8310608919144,17.151820284125
0,2999.78256225586,1.73376293154756,-6.18930586311788,-138.60020578907,-144.789511652188,95.6994855140592,16.6326895975377
0,5000.11444091797,1.72966457282662,-6.20986232524548,-139.024110048476,-145.233972373721,92.4017902779987,16.088314385921
0,7001.63841247559,1.72356106326441,-6.24056664129928,-138.055692722186,-144.296259363486,88.8173517188946,15.4979930830887
0,10001.4209747314,1.71081114295626,-6.30505872475107,-134.970690887584,-141.275749612335,94.4556628087501,16.4453025803158
0,20005.9413909912,1.64088891246613,-6.66751652042643,-129.557375009898,-136.224891530325,87.4909171448793,15.3485770208149
0,49984.4551086426,1.30908765683723,-8.62972557024757,-124.194524707809,-132.824250278057,64.3871340283827,11.8366876409685
0,100023.746490479,0.843734933184281,-12.4449795183265,-117.491598479106,-129.936577997432,66.2974539301006,12.7877796425959
