Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
0,1000.16593933105,3.08761434201826,-1.1766391387304,-137.692550670239,-138.869189808969,102.748649500021,16.9709781791946
0,2000.57029724121,3.08622734318766,-1.18054183646309,-137.621185762116,-138.801727598579,102.859202906927,16.9899908211611
0,2999.78256225586,3.08393866397051,-1.18698549324178,-135.47803316336,-136.665018656602,93.7549536811815,15.4787274376118
0,5000.11444091797,3.07664473444108,-1.20755312212566,-134.457986130326,-135.665539252451,92.5605203413035,15.28373313346
0,7001.63841247559,3.06579017442201,-1.23825156986993,-133.559072604029,-134.797324173899,90.1195982398993,14.8833637557756
0,10001.4209747314,3.04310849945409,-1.30275138936371,-132.881020541595,-134.183771930959,90.7365206645366,14.9965568195848
0,20005.9413909912,2.91874703357183,-1.6651709996561,-128.435872854613,-130.101043854269,84.443386571062,14.0113883007837
0,49984.4551086426,2.32856920399176,-3.62731714027668,-120.488495418538,-124.115812558815,66.7730752755383,11.402058540833
0,100023.746490479,1.50084848022002,-7.44236313432774,-114.11884237257,-121.561205506898,61.3245017887081,11.1307084589761
