Ch,Freq (Hz),RMS Fund (V),Fund (dBFS),THD (dB),THD (dBFS),SINAD (dB),ENOB
1,1000.16593933105,2.4479716198962,-3.19297255827284,-143.869216835123,-147.062189393396,101.330035396913,17.0702671021903
1,2000.57029724121,2.44689695489411,-3.19678652043073,-143.312781221006,-146.509567741437,101.071132363566,17.027893502325
1,2999.78256225586,2.44512920301884,-3.20306387785638,-137.839863008589,-141.042926886446,92.5150594169036,15.6076616768704
1,5000.11444091797,2.43948763723668,-3.22312769909802,-136.695886790451,-139.919014489549,90.4720683113837,15.2716272442661
1,7001.63841247559,2.43108575328882,-3.2530945647046,-136.595706036545,-139.84880060125,93.0731662810655,15.7086812036163
1,10001.4209747314,2.44888502521661,-3.1897322192248,-133.593895694399,-136.783627913624,86.576277782899,14.6189385385588
1,20005.9413909912,2.31701738289826,-3.67051429011641,-128.331483848869,-132.001998138985,85.6143836802015,14.5390195963983
1,49984.4551086426,1.85571346766545,-5.59888173788007,-120.570676910306,-126.169558648186,66.0070993934534,11.6023224470654
1,100023.746490479,1.20086688512681,-9.37920275069712,-115.246161161505,-124.625363912202,62.0212362926878,11.5681792430872
